Domain,YearsOfExperience,Year,Salary
education,11,2025,131983
backend,17,2025,216383
business,3,2025,143406
healthcare,5,2025,154043
fullstack,13,2025,175957
design,3,2025,100268
backend,9,2025,212797
ml,2,2025,184080
ml,20,2025,301277
devops,19,2025,275213
healthcare,15,2025,162433
data,8,2025,173104
design,6,2025,118399
frontend,6,2025,152942
business,14,2025,172276
healthcare,7,2025,144787
frontend,0,2025,122030
ml,4,2025,223276
fullstack,13,2025,171553
frontend,2,2025,144046
design,12,2025,126366
backend,7,2025,157541
fullstack,12,2025,203614
devops,6,2025,188407
backend,4,2025,155585
ml,14,2025,259266
frontend,7,2025,168727
data,1,2025,167760
devops,13,2025,246831
business,3,2025,135620
data,5,2025,200608
business,2,2025,124151
data,19,2025,235608
healthcare,13,2025,158940
healthcare,19,2025,170345
data,15,2025,241550
backend,1,2025,150319
healthcare,11,2025,134706
business,12,2025,171538
backend,0,2025,167529
education,11,2025,102611
data,17,2025,242298
healthcare,8,2025,154656
fullstack,16,2025,191807
devops,3,2025,198449
backend,15,2025,186156
healthcare,12,2025,141700
fullstack,3,2025,159057
education,3,2025,89145
backend,14,2025,220710
business,5,2025,144949
devops,9,2025,222726
healthcare,0,2025,117910
backend,6,2025,190688
ml,15,2025,262085
devops,19,2025,222077
backend,2,2025,177137
design,7,2025,109587
fullstack,1,2025,144796
backend,11,2025,217657
design,19,2025,151501
devops,19,2025,246992
education,19,2025,116931
frontend,11,2025,181297
business,11,2025,134048
fullstack,2,2025,173338
data,16,2025,233370
backend,2,2025,155494
fullstack,12,2025,195183
fullstack,0,2025,159453
design,13,2025,149800
backend,8,2025,184587
devops,18,2025,232076
backend,13,2025,221920
data,20,2025,201239
healthcare,1,2025,120149
design,17,2025,156487
design,4,2025,113114
healthcare,5,2025,149322
business,7,2025,156076
design,19,2025,134272
ml,19,2025,253111
fullstack,2,2025,172657
design,3,2025,124715
backend,19,2025,235297
design,11,2025,122485
design,9,2025,118201
frontend,1,2025,142750
business,12,2025,162924
education,2,2025,109323
design,1,2025,107914
design,20,2025,146868
data,17,2025,205996
business,9,2025,150824
devops,17,2025,274511
education,6,2025,117630
backend,6,2025,197181
business,6,2025,150039
frontend,20,2025,203642
design,15,2025,122695
ml,6,2025,274456
frontend,3,2025,120687
healthcare,5,2025,119814
data,8,2025,177320
fullstack,11,2025,212168
fullstack,3,2025,144162
backend,11,2025,208591
design,2,2025,121593
business,14,2025,137013
data,20,2025,196305
business,7,2025,122065
frontend,7,2025,169397
education,2,2025,109481
business,10,2025,140847
data,14,2025,250319
devops,13,2025,199825
education,17,2025,136244
healthcare,20,2025,163363
backend,6,2025,165480
backend,15,2025,188848
fullstack,9,2025,161096
devops,4,2025,170279
design,16,2025,148872
devops,19,2025,215105
backend,0,2025,150389
data,1,2025,141430
ml,10,2025,253943
devops,4,2025,206398
fullstack,1,2025,149637
frontend,9,2025,180454
fullstack,8,2025,183263
education,6,2025,110042
healthcare,16,2025,145942
ml,19,2025,281672
design,14,2025,131422
education,1,2025,91518
data,8,2025,195561
frontend,11,2025,160919
fullstack,17,2025,191986
healthcare,12,2025,145090
devops,19,2025,225857
business,20,2025,145243
data,20,2025,239601
healthcare,2,2025,117042
ml,17,2025,264676
devops,3,2025,185693
ml,9,2025,289934
design,14,2025,154006
fullstack,13,2025,165802
devops,1,2025,170858
education,0,2025,93058
fullstack,6,2025,160516
education,11,2025,108029
design,2,2025,113034
fullstack,5,2025,168968
data,7,2025,196461
education,19,2025,139599
frontend,1,2025,139532
business,8,2025,137413
frontend,17,2025,159480
business,10,2025,159857
education,3,2025,93509
ml,6,2025,208244
fullstack,0,2025,149081
fullstack,20,2025,198318
fullstack,9,2025,193828
design,1,2025,101671
design,15,2025,158469
ml,2,2025,185179
design,12,2025,158322
fullstack,10,2025,159261
backend,18,2025,195651
business,10,2025,128373
devops,9,2025,214404
data,1,2025,143658
ml,18,2025,255500
business,8,2025,164298
data,14,2025,230566
design,13,2025,126614
devops,17,2025,238269
ml,0,2025,211015
healthcare,15,2025,141822
healthcare,19,2025,170044
frontend,7,2025,148514
devops,14,2025,215162
education,7,2025,108750
frontend,5,2025,133824
data,18,2025,194871
fullstack,6,2025,153296
data,4,2025,156493
backend,0,2025,140668
fullstack,11,2025,168650
healthcare,9,2025,156674
education,9,2025,122890
frontend,13,2025,187537
education,9,2025,109089
devops,10,2025,226041
backend,20,2025,193057
healthcare,19,2025,161111
frontend,2,2025,135920
ml,8,2025,242648
data,4,2025,156798
education,4,2025,106507
ml,3,2025,197133
design,2,2025,114582
backend,19,2025,206680
education,0,2025,93155
design,15,2025,127284
healthcare,4,2025,112871
fullstack,8,2025,177513
backend,11,2025,203659
healthcare,18,2025,163254
fullstack,19,2025,179054
frontend,13,2025,159132
frontend,20,2025,156875
frontend,14,2025,152510
frontend,14,2025,176048
ml,5,2025,265945
frontend,2,2025,143998
design,3,2025,120683
backend,12,2025,181495
business,14,2025,167154
devops,5,2025,225727
healthcare,2,2025,139529
fullstack,18,2025,208913
devops,5,2025,232601
devops,15,2025,245160
ml,14,2025,308072
devops,14,2025,244915
design,18,2025,158404
design,1,2025,95148
data,10,2025,194254
ml,3,2025,251933
business,5,2025,151297
ml,16,2025,251378
business,14,2025,148905
education,18,2025,128169
business,7,2025,141355
business,2,2025,105502
design,11,2025,135100
ml,9,2025,261471
frontend,6,2025,132366
education,18,2025,116703
fullstack,13,2025,194103
devops,4,2025,209141
education,11,2025,103689
ml,1,2025,200965
business,8,2025,159007
fullstack,0,2025,152848
frontend,4,2025,142577
devops,18,2025,243697
healthcare,16,2025,154513
devops,13,2025,219060
business,6,2025,124860
healthcare,15,2025,175348
data,20,2025,213735
design,15,2025,123861
healthcare,3,2025,131377
education,12,2025,121154
fullstack,18,2025,178659
backend,1,2025,159301
devops,10,2025,225850
backend,10,2025,163827
fullstack,2,2025,166637
business,4,2025,118268
data,12,2025,235174
frontend,6,2025,133490
healthcare,6,2025,132214
devops,11,2025,217908
design,8,2025,142208
backend,4,2025,146973
fullstack,17,2025,173319
backend,13,2025,191547
ml,7,2025,273901
education,0,2025,93863
education,3,2025,94080
business,18,2025,145049
design,15,2025,132214
backend,19,2025,206563
business,15,2025,169634
healthcare,1,2025,118168
business,19,2025,170912
fullstack,0,2025,158112
ml,11,2025,272727
business,12,2025,169907
design,2,2025,95050
devops,13,2025,224534
backend,0,2025,144942
design,2,2025,105981
design,2,2025,109289
data,11,2025,210966
data,1,2025,158527
ml,8,2025,255609
backend,20,2025,204651
frontend,0,2025,141459
backend,8,2025,205412
business,20,2025,178796
healthcare,7,2025,149657
backend,4,2025,176530
design,13,2025,125595
ml,0,2025,197605
education,4,2025,101093
frontend,16,2025,148437
frontend,2,2025,150159
healthcare,18,2025,168549
business,17,2025,153578
education,19,2025,110952
education,6,2025,110552
ml,11,2025,223117
healthcare,16,2025,148379
frontend,11,2025,163926
design,9,2025,140708
education,17,2025,108368
frontend,16,2025,179483
fullstack,11,2025,176638
ml,13,2025,277016
data,2,2025,170542
fullstack,1,2025,136213
business,0,2025,123242
healthcare,5,2025,143918
ml,17,2025,264985
business,10,2025,153782
data,2,2025,166872
devops,14,2025,263468
fullstack,20,2025,212180
fullstack,7,2025,159529
data,20,2025,254476
frontend,16,2025,159264
devops,1,2025,184875
healthcare,18,2025,169747
education,16,2025,122421
business,11,2025,160498
design,19,2025,140694
healthcare,14,2025,144208
healthcare,6,2025,141538
education,3,2025,92359
frontend,15,2025,164008
business,5,2025,147353
business,13,2025,144897
education,6,2025,107053
business,3,2025,134206
healthcare,8,2025,161826
ml,7,2025,232328
ml,13,2025,236278
design,4,2025,130509
fullstack,7,2025,162234
frontend,1,2025,131602
backend,10,2025,196790
fullstack,5,2025,185368
devops,7,2025,234870
data,17,2025,245109
devops,0,2025,184724
business,16,2025,145800
data,15,2025,206565
frontend,0,2025,109382
ml,9,2025,277568
fullstack,9,2025,167983
data,5,2025,212957
fullstack,5,2025,188701
business,10,2025,133772
fullstack,5,2025,165183
frontend,13,2025,173403
business,20,2025,188834
data,16,2025,239805
devops,2,2025,165571
education,1,2025,84660
ml,14,2025,263609
frontend,12,2025,176648
ml,2,2025,220556
ml,19,2025,314317
education,12,2025,131329
business,9,2025,165730
education,18,2025,111311
education,17,2025,114581
frontend,19,2025,163075
fullstack,12,2025,192606
fullstack,10,2025,201998
business,13,2025,152535
design,18,2025,166142
backend,1,2025,140170
design,6,2025,123736
frontend,20,2025,206249
frontend,5,2025,132520
ml,10,2025,286818
frontend,1,2025,131124
healthcare,0,2025,109360
frontend,14,2025,173311
fullstack,12,2025,193395
devops,12,2025,244156
data,1,2025,169600
fullstack,2,2025,164644
education,6,2025,116228
devops,3,2025,208401
healthcare,11,2025,145833
backend,2,2025,151283
devops,6,2025,216817
frontend,13,2025,164435
education,2,2025,98366
frontend,11,2025,156502
ml,19,2025,242823
fullstack,11,2025,201958
fullstack,6,2025,158279
frontend,2,2025,130931
healthcare,18,2025,149500
frontend,6,2025,153619
ml,8,2025,244395
design,6,2025,124648
business,6,2025,149134
devops,14,2025,245206
healthcare,17,2025,182665
frontend,14,2025,178438
devops,3,2025,217283
data,2,2025,196022
data,12,2025,227291
fullstack,17,2025,208807
backend,12,2025,196461
fullstack,4,2025,147207
backend,17,2025,197230
devops,5,2025,216547
data,7,2025,211862
education,10,2025,104623
data,11,2025,237185
ml,6,2025,275215
design,10,2025,115910
backend,13,2025,200205
devops,4,2025,207398
ml,14,2025,253377
design,0,2025,118205
devops,2,2025,184334
education,11,2025,104859
backend,19,2025,204094
backend,6,2025,192226
fullstack,3,2025,159630
business,10,2025,130078
devops,8,2025,201849
design,17,2025,159487
education,17,2025,129647
data,8,2025,169319
business,19,2025,144715
design,10,2025,146077
devops,20,2025,246062
education,11,2025,100149
business,7,2025,150027
frontend,3,2025,139526
fullstack,8,2025,150537
data,16,2025,219708
backend,10,2025,165823
education,19,2025,125496
ml,7,2025,270604
design,10,2025,142331
healthcare,7,2025,129095
education,7,2025,100594
business,12,2025,155086
healthcare,15,2025,149673
devops,4,2025,209249
education,5,2025,91201
fullstack,11,2025,203297
ml,12,2025,287789
ml,15,2025,290249
healthcare,0,2025,106077
business,9,2025,157568
design,14,2025,162252
education,8,2025,105329
fullstack,0,2025,158388
design,3,2025,131714
ml,15,2025,287304
design,5,2025,121983
ml,19,2025,251541
frontend,8,2025,135097
ml,1,2025,198802
frontend,16,2025,183490
devops,18,2025,241493
design,12,2025,127250
backend,5,2025,154313
business,4,2025,119142
frontend,5,2025,143409
education,0,2025,79404
education,16,2025,137170
devops,9,2025,235190
healthcare,8,2025,121242
education,10,2025,129496
healthcare,19,2025,184283
devops,10,2025,201116
backend,2,2025,150003
business,3,2025,124237
ml,1,2025,190395
business,10,2025,168137
devops,5,2025,230072
business,10,2025,153178
fullstack,8,2025,197587
data,6,2025,193385
devops,9,2025,187828
data,5,2025,198396
backend,12,2025,223111
backend,3,2025,157499
ml,18,2025,255877
business,14,2025,180272
backend,6,2025,170983
frontend,5,2025,163793
ml,16,2025,241802
fullstack,7,2025,170168
frontend,6,2025,135794
backend,1,2025,145863
devops,1,2025,183505
fullstack,14,2025,211517
business,7,2025,124784
backend,20,2025,240512
design,1,2025,94750
business,19,2025,162246
fullstack,6,2025,174472
fullstack,10,2025,181369
frontend,5,2025,134441
education,8,2025,105499
ml,1,2025,233817
devops,6,2025,202633
devops,8,2025,235450
frontend,7,2025,154833
healthcare,3,2025,115102
healthcare,4,2025,138423
business,3,2025,118893
frontend,5,2025,164182
education,1,2025,95209
ml,7,2025,270149
data,0,2025,175554
business,2,2025,130280
frontend,10,2025,168545
ml,15,2025,262989
design,3,2025,117941
ml,10,2025,226197
healthcare,12,2025,156964
business,4,2025,131486
business,13,2025,161807
healthcare,9,2025,124960
business,5,2025,156309
backend,7,2025,197193
data,19,2025,252148
frontend,12,2025,147981
education,8,2025,100778
design,15,2025,132560
design,11,2025,121155
backend,6,2025,166005
data,19,2025,197214
backend,9,2025,193995
frontend,4,2025,145963
backend,12,2025,178575
design,2,2025,116023
data,2,2025,169706
ml,11,2025,227288
ml,8,2025,266491
healthcare,15,2025,179986
design,7,2025,146548
devops,11,2025,237034
business,14,2025,150936
data,11,2025,229476
education,18,2025,138171
healthcare,13,2025,168768
design,8,2025,127455
ml,6,2025,270058
design,14,2025,142003
fullstack,3,2025,164261
education,7,2025,124601
education,5,2025,90511
healthcare,20,2025,155031
design,6,2025,118683
devops,17,2025,263788
frontend,3,2025,155062
devops,1,2025,182095
devops,0,2025,167466
design,19,2025,162387
education,17,2025,127880
frontend,8,2025,155264
ml,12,2025,293381
education,3,2025,91432
business,11,2025,141055
education,12,2025,129219
business,5,2025,126480
design,13,2025,151120
healthcare,8,2025,123858
healthcare,20,2025,153880
backend,6,2025,199560
devops,14,2025,251050
design,8,2025,139013
ml,5,2025,237678
ml,4,2025,218381
education,7,2025,113754
frontend,17,2025,193738
devops,0,2025,178939
education,3,2025,102495
business,0,2025,111481
devops,5,2025,184725
ml,14,2025,310008
education,3,2025,113204
ml,6,2025,258834
devops,6,2025,210403
design,18,2025,156868
design,8,2025,110995
education,10,2025,100931
fullstack,12,2025,213545
fullstack,7,2025,152215
business,10,2025,145058
devops,10,2025,222526
healthcare,20,2025,162682
frontend,1,2025,113063
ml,4,2025,257179
data,12,2025,211961
education,10,2025,120529
frontend,13,2025,148740
business,10,2025,141702
education,4,2025,88100
backend,11,2025,171796
healthcare,15,2025,157861
frontend,12,2025,147015
healthcare,10,2025,156595
ml,5,2025,227778
fullstack,12,2025,216031
business,0,2025,125186
business,1,2025,124239
education,11,2025,105607
education,14,2025,115708
fullstack,8,2025,194611
frontend,6,2025,160770
ml,11,2025,297259
education,19,2025,136614
education,17,2025,127220
business,8,2025,122640
devops,5,2025,179260
frontend,18,2025,173640
ml,9,2025,252620
data,11,2025,178425
design,9,2025,120540
backend,15,2025,209023
healthcare,12,2025,150767
backend,8,2025,195137
backend,20,2025,227325
ml,8,2025,253233
ml,2,2025,197593
ml,14,2025,301277
backend,5,2025,197223
education,20,2025,121649
ml,2,2025,215868
fullstack,18,2025,203904
ml,18,2025,249187
business,16,2025,147422
business,0,2025,110998
fullstack,11,2025,165880
frontend,14,2025,185563
business,20,2025,159711
data,3,2025,157200
business,18,2025,152382
frontend,18,2025,159071
ml,16,2025,252927
devops,20,2025,248079
data,1,2025,159780
design,11,2025,119608
frontend,2,2025,118121
business,5,2025,125562
fullstack,5,2025,179088
data,16,2025,205614
fullstack,11,2025,202957
backend,6,2025,153929
frontend,0,2025,134626
data,2,2025,155631
devops,16,2025,211597
frontend,6,2025,131074
education,5,2025,90845
data,10,2025,185257
business,6,2025,156262
backend,11,2025,172884
business,0,2025,122898
education,7,2025,107778
backend,5,2025,183492
education,9,2025,112770
ml,10,2025,273410
data,6,2025,174071
design,15,2025,164425
devops,14,2025,223470
backend,19,2025,197582
business,9,2025,162206
ml,7,2025,227215
design,12,2025,119459
backend,20,2025,210376
design,16,2025,152411
education,12,2025,108942
business,13,2025,162114
education,20,2025,118621
design,18,2025,164411
backend,20,2025,239134
frontend,8,2025,158576
design,9,2025,129762
ml,1,2025,193807
business,7,2025,128721
frontend,7,2025,164272
frontend,18,2025,193823
education,17,2025,132607
business,13,2025,139933
fullstack,18,2025,226810
frontend,17,2025,165336
backend,15,2025,179436
healthcare,14,2025,140496
education,14,2025,134349
business,18,2025,184497
devops,18,2025,223702
ml,16,2025,294829
business,17,2025,148565
education,14,2025,140234
design,15,2025,155247
education,3,2025,109073
business,11,2025,157884
backend,13,2025,210619
fullstack,11,2025,163389
data,18,2025,242473
backend,7,2025,167238
healthcare,19,2025,143908
frontend,18,2025,186909
backend,16,2025,198243
education,19,2025,110803
frontend,12,2025,186597
design,19,2025,161091
backend,4,2025,179688
ml,18,2025,309924
fullstack,17,2025,170618
frontend,17,2025,175533
frontend,13,2025,147200
fullstack,12,2025,167606
business,8,2025,149653
data,17,2025,241759
data,16,2025,246704
fullstack,18,2025,222559
design,17,2025,138985
design,14,2025,124625
healthcare,4,2025,150065
design,3,2025,125145
design,9,2025,135026
business,10,2025,161464
frontend,3,2025,141460
data,18,2025,230615
backend,13,2025,189951
education,9,2025,124235
design,18,2025,129493
data,12,2025,200512
business,11,2025,140871
healthcare,18,2025,184612
healthcare,10,2025,140838
backend,5,2025,161260
business,1,2025,131843
business,11,2025,153906
business,15,2025,137868
fullstack,4,2025,161277
design,2,2025,100484
backend,20,2025,222744
design,19,2025,159545
ml,4,2025,232246
backend,1,2025,151934
data,5,2025,200187
backend,0,2025,157194
design,13,2025,160366
business,6,2025,152481
data,8,2025,174953
healthcare,12,2025,143277
education,1,2025,87847
devops,20,2025,230063
devops,19,2025,253848
design,18,2025,158728
frontend,10,2025,159984
business,2,2025,111176
education,1,2025,88894
data,3,2025,191174
devops,13,2025,248591
fullstack,14,2025,214788
business,2,2025,126922
data,5,2025,215571
backend,0,2025,144444
healthcare,7,2025,122857
healthcare,10,2025,159217
frontend,3,2025,153495
ml,17,2025,279335
frontend,20,2025,164302
data,14,2025,233768
design,4,2025,118770
design,15,2025,154021
data,7,2025,176063
design,18,2025,130987
data,15,2025,252364
education,11,2025,108489
fullstack,4,2025,149621
education,2,2025,92729
design,3,2025,124813
data,11,2025,211507
data,2,2025,192149
design,0,2025,91914
devops,11,2025,227835
devops,17,2025,242627
business,4,2025,130563
data,4,2025,194343
backend,18,2025,195045
frontend,14,2025,172671
fullstack,6,2025,171771
design,18,2025,126520
education,10,2025,111345
frontend,15,2025,192795
backend,5,2025,196367
education,14,2025,139671
fullstack,9,2025,171689
education,11,2025,118318
education,13,2025,126272
education,9,2025,101939
design,19,2025,140208
healthcare,5,2025,155257
frontend,2,2025,139390
business,9,2025,147389
backend,12,2025,223177
devops,12,2025,232057
fullstack,20,2025,193161
business,2,2025,112346
devops,1,2025,196451
devops,12,2025,253456
ml,3,2025,253462
ml,10,2025,253099
business,16,2025,176302
frontend,6,2025,140717
design,16,2025,144578
education,18,2025,109337
business,5,2025,124947
data,7,2025,220113
healthcare,14,2025,147793
education,4,2025,92069
backend,2,2025,168481
fullstack,0,2025,124554
frontend,2,2025,125196
healthcare,4,2025,130388
devops,14,2025,232891
business,1,2025,126047
ml,19,2025,308095
healthcare,11,2025,145854
devops,8,2025,227191
education,10,2025,117722
devops,1,2025,174476
fullstack,1,2025,132092
education,20,2025,137170
business,0,2025,100571
frontend,13,2025,160344
frontend,1,2025,132110
frontend,8,2025,179340
frontend,9,2025,180077
fullstack,11,2025,162969
design,15,2025,144363
frontend,0,2025,140862
ml,17,2025,293393
data,0,2025,149121
fullstack,4,2025,165608
backend,15,2025,186565
education,4,2025,108809
healthcare,19,2025,156287
fullstack,7,2025,166138
backend,11,2025,209138
healthcare,1,2025,125639
business,19,2025,139468
fullstack,16,2025,183003
education,6,2025,107312
devops,8,2025,244996
frontend,16,2025,193802
frontend,15,2025,155331
business,4,2025,121761
data,8,2025,182031
fullstack,2,2025,138103
data,16,2025,208442
ml,4,2025,214923
business,16,2025,161963
healthcare,10,2025,145859
design,6,2025,125798
devops,4,2025,191037
design,8,2025,128015
education,1,2025,96049
design,3,2025,132262
education,16,2025,132462
devops,17,2025,252946
fullstack,15,2025,209385
frontend,10,2025,159582
ml,6,2025,246639
ml,20,2025,253493
healthcare,1,2025,125086
education,12,2025,135446
design,14,2025,153396
frontend,17,2025,188485
design,19,2025,133783
fullstack,10,2025,205580
backend,4,2025,182986
data,0,2025,174800
healthcare,17,2025,171369
education,17,2025,119270
fullstack,6,2025,173913
education,3,2025,94715
data,8,2025,178138
frontend,3,2025,144287
healthcare,10,2025,138260
data,14,2025,199978
frontend,2,2025,147377
design,7,2025,139845
data,3,2025,174181
devops,16,2025,228717
frontend,6,2025,132988
ml,18,2025,294790
healthcare,10,2025,167397
devops,18,2025,230601
frontend,12,2025,189847
education,1,2025,101670
data,7,2025,194949
design,14,2025,139412
data,0,2025,153925
ml,6,2025,233124
fullstack,14,2025,201271
education,6,2025,113050
healthcare,1,2025,114028
design,12,2025,155143
data,15,2025,189843
fullstack,14,2025,209513
education,16,2025,108217
healthcare,5,2025,124010
frontend,10,2025,137806
design,6,2025,137810
education,15,2025,137643
backend,13,2025,192191
data,17,2025,247104
healthcare,20,2025,149737
ml,4,2025,254040
ml,14,2025,312481
design,6,2025,127364
education,8,2025,121067
data,14,2025,201212
backend,11,2025,207598
healthcare,13,2025,153139
business,16,2025,173381
business,16,2025,140339
fullstack,11,2025,212589
fullstack,19,2025,191826
data,6,2025,167951
ml,15,2025,249650
data,4,2025,188687
ml,18,2025,268999
frontend,13,2025,187503
ml,8,2025,214316
devops,8,2025,234925
backend,0,2025,150847
fullstack,16,2025,203387
frontend,18,2025,188662
design,2,2025,95591
data,18,2025,253113
healthcare,16,2025,150277
business,20,2025,157035
fullstack,6,2025,175078
backend,5,2025,201245
ml,5,2025,257711
backend,18,2025,221309
devops,20,2025,244156
ml,15,2025,302467
ml,3,2025,195339
business,4,2025,132017
healthcare,8,2025,125001
devops,16,2025,236397
backend,5,2025,198319
education,11,2025,124464
design,12,2025,153879
business,2,2025,130378
business,14,2025,159333
business,15,2025,159938
frontend,1,2025,141860
business,5,2025,142526
design,13,2025,119325
frontend,9,2025,168556
fullstack,18,2025,190728
business,10,2025,141084
healthcare,7,2025,134498
ml,11,2025,244880
fullstack,9,2025,157110
ml,3,2025,189770
devops,17,2025,219843
backend,19,2025,223737
education,8,2025,123373
education,17,2025,109504
business,2,2025,104595
design,1,2025,112840
data,17,2025,234672
business,17,2025,153269
backend,1,2025,148306
education,19,2025,120281
business,1,2025,121288
healthcare,4,2025,114344
business,16,2025,143743
design,18,2025,126796
design,4,2025,109905
devops,20,2025,279816
frontend,18,2025,192090
design,17,2025,128855
ml,16,2025,315204
design,20,2025,170472
frontend,13,2025,151726
data,1,2025,140250
devops,2,2025,179365
devops,4,2025,214972
education,13,2025,118191
education,0,2025,94591
ml,13,2025,231765
fullstack,13,2025,193334
design,9,2025,135294
healthcare,19,2025,166503
design,15,2025,138108
design,20,2025,160630
healthcare,10,2025,126752
fullstack,1,2025,156589
healthcare,8,2025,155407
healthcare,6,2025,127039
frontend,4,2025,137936
data,17,2025,246368
frontend,8,2025,161892
frontend,1,2025,144963
education,5,2025,108341
data,3,2025,180019
business,5,2025,132554
fullstack,14,2025,168202
healthcare,18,2025,166330
data,5,2025,185870
design,17,2025,141163
devops,18,2025,250709
design,16,2025,161815
education,12,2025,115277
frontend,1,2025,136568
education,9,2025,109153
data,7,2025,221043
fullstack,14,2025,187059
backend,10,2025,209946
healthcare,16,2025,171498
data,1,2025,141907
devops,18,2025,263793
business,4,2025,127059
devops,8,2025,212306
healthcare,3,2025,137047
frontend,20,2025,203958
education,4,2025,88614
frontend,17,2025,198271
business,20,2025,166547
frontend,16,2025,175280
devops,19,2025,240439
frontend,10,2025,181029
backend,2,2025,139068
business,19,2025,175772
healthcare,19,2025,140701
fullstack,0,2025,144846
data,20,2025,205038
business,10,2025,126286
fullstack,7,2025,162534
ml,19,2025,259157
backend,17,2025,227412
frontend,11,2025,147331
education,20,2025,146118
business,12,2025,163214
healthcare,14,2025,149811
healthcare,8,2025,145447
business,1,2025,123966
design,2,2025,114886
fullstack,6,2025,188937
frontend,11,2025,155279
frontend,8,2025,153811
data,13,2025,238775
business,14,2025,151690
fullstack,13,2025,193831
business,20,2025,151053
healthcare,16,2025,176848
ml,0,2025,176500
healthcare,9,2025,132565
business,9,2025,128867
devops,7,2025,188191
education,9,2025,121933
devops,9,2025,240030
business,2,2025,136887
healthcare,13,2025,155305
ml,19,2025,282797
backend,12,2025,172880
business,4,2025,144685
frontend,8,2025,135889
healthcare,7,2025,118750
ml,13,2025,299627
fullstack,17,2025,183509
ml,5,2025,245120
frontend,10,2025,156562
healthcare,13,2025,170502
ml,16,2025,248474
fullstack,18,2025,214839
backend,0,2025,155811
ml,4,2025,200035
devops,0,2025,150821
frontend,4,2025,150638
business,18,2025,139654
ml,9,2025,271776
ml,19,2025,310201
design,12,2025,131784
fullstack,10,2025,196187
ml,4,2025,225827
design,5,2025,128269
design,14,2025,133556
frontend,12,2025,186519
ml,8,2025,222279
fullstack,6,2025,193881
ml,15,2025,250551
design,15,2025,163463
design,19,2025,150364
healthcare,15,2025,148493
backend,9,2025,211993
education,18,2025,125941
backend,11,2025,211313
data,20,2025,245045
fullstack,9,2025,186099
design,0,2025,114450
education,2,2025,82467
fullstack,6,2025,164874
business,9,2025,145364
fullstack,10,2025,192471
business,10,2025,154492
education,20,2025,140012
education,15,2025,141670
design,2,2025,108829
backend,12,2025,175469
data,4,2025,184713
frontend,10,2025,169952
business,0,2025,116568
design,5,2025,134219
design,1,2025,117606
healthcare,5,2025,122320
frontend,11,2025,185140
healthcare,14,2025,159887
backend,12,2025,170730
fullstack,5,2025,152562
ml,9,2025,262142
ml,5,2025,270479
healthcare,16,2025,153852
design,0,2025,99662
data,7,2025,193468
backend,11,2025,183970
frontend,14,2025,166384
fullstack,17,2025,215905
backend,12,2025,181395
frontend,5,2025,141795
ml,19,2025,300022
backend,11,2025,200954
healthcare,2,2025,123152
data,8,2025,169556
backend,5,2025,169880
data,19,2025,227525
frontend,13,2025,185270
education,19,2025,127959
ml,9,2025,233525
devops,5,2025,195708
frontend,17,2025,186815
business,7,2025,142506
design,18,2025,153117
education,7,2025,96829
backend,4,2025,184781
ml,1,2025,210048
education,7,2025,105585
data,3,2025,171632
healthcare,5,2025,131136
frontend,9,2025,146349
healthcare,20,2025,182262
data,10,2025,208815
education,3,2025,90749
data,5,2025,171824
devops,3,2025,181624
education,20,2025,129335
fullstack,16,2025,178257
frontend,19,2025,185923
devops,20,2025,255349
fullstack,9,2025,206090
education,19,2025,136239
ml,4,2025,204330
frontend,12,2025,166540
data,17,2025,252771
ml,9,2025,218080
healthcare,13,2025,132856
devops,12,2025,238640
fullstack,20,2025,216288
frontend,17,2025,167510
design,6,2025,141430
frontend,6,2025,162185
fullstack,1,2025,143163
backend,20,2025,230009
data,10,2025,196954
devops,18,2025,231238
design,18,2025,141566
backend,1,2025,154531
frontend,9,2025,160055
frontend,0,2025,128748
fullstack,14,2025,204515
design,14,2025,123334
fullstack,19,2025,186578
devops,15,2025,217559
design,14,2025,132605
devops,18,2025,226158
backend,20,2025,203430
frontend,12,2025,152405
frontend,19,2025,188304
data,8,2025,170700
data,4,2025,192950
education,8,2025,101934
ml,14,2025,297711
data,14,2025,218060
ml,3,2025,188029
devops,11,2025,246697
backend,1,2025,141797
data,3,2025,194834
fullstack,20,2025,177672
fullstack,15,2025,183149
healthcare,20,2025,144785
design,10,2025,129376
business,9,2025,159571
data,8,2025,186786
ml,18,2025,320727
education,11,2025,124103
frontend,14,2025,179770
business,8,2025,133560
design,2,2025,110988
data,12,2025,192151
healthcare,20,2025,174503
data,20,2025,255860
education,3,2025,90741
backend,20,2025,214031
backend,16,2025,199284
devops,11,2025,252213
business,1,2025,127559
ml,14,2025,299486
backend,3,2025,152948
data,6,2025,194041
design,15,2025,160559
frontend,10,2025,138525
design,6,2025,125307
backend,5,2025,188917
frontend,9,2025,161133
backend,15,2025,179438
education,10,2025,130327
devops,3,2025,190983
devops,5,2025,174505
healthcare,14,2025,167591
frontend,18,2025,159961
frontend,4,2025,133730
design,7,2025,136080
fullstack,3,2025,156205
design,2,2025,111837
education,2,2025,108414
frontend,19,2025,161859
design,18,2025,125256
fullstack,13,2025,166931
fullstack,10,2025,199470
fullstack,10,2025,170845
fullstack,13,2025,169095
frontend,13,2025,170615
backend,11,2025,213058
backend,2,2025,159591
healthcare,18,2025,153838
healthcare,17,2025,136226
design,10,2025,132560
devops,1,2025,163754
frontend,6,2025,164436
devops,6,2025,234624
